Alias,sustainability_test,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Company229,Cyprus,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company230,Denmark,Technology,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company231,Austria,Finance,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company232,Ireland,Retail,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company233,Bulgaria,Automotive,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company234,Hungary,Finance,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company235,Lithuania,Finance,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company236,Slovenia,Consumer goods,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company237,Malta,Healthcare,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company238,Sweden,Finance,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company239,Germany,Healthcare,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company240,Sweden,Automotive,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company241,Malta,Retail,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company242,Croatia,Technology,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company243,Germany,Finance,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company244,Estonia,Technology,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company245,Romania,Finance,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company246,Ireland,Automotive,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company247,Belgium,Consumer goods,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company248,Ireland,Retail,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company249,Finland,Retail,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company250,Ireland,Finance,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company251,Germany,Finance,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company252,Spain,Healthcare,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company253,Luxembourg,Automotive,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company254,Croatia,Automotive,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company255,Estonia,Energy,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company256,Luxembourg,Finance,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company257,Latvia,Technology,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company258,France,Retail,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company259,Croatia,Retail,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company260,Germany,Retail,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company261,Czech Republic,Consumer goods,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company262,Lithuania,Healthcare,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company263,Germany,Retail,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company264,Portugal,Energy,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company265,Lithuania,Automotive,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company266,Hungary,Automotive,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company267,Slovenia,Automotive,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company268,Hungary,Consumer goods,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company269,Luxembourg,Energy,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company270,Estonia,Automotive,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company271,Bulgaria,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company272,Italy,Energy,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company273,Malta,Finance,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company274,Spain,Automotive,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company275,Poland,Energy,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company276,Malta,Consumer goods,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company277,Cyprus,Healthcare,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company278,Poland,Retail,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company279,Denmark,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company280,Romania,Finance,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company281,Austria,Energy,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company282,Latvia,Automotive,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company283,Luxembourg,Energy,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company284,Estonia,Finance,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company285,Lithuania,Technology,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company286,Romania,Energy,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company287,Ireland,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company288,Poland,Energy,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company289,Slovakia,Retail,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company290,Czech Republic,Consumer goods,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company291,Denmark,Retail,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company292,Poland,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company293,Croatia,Retail,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company294,Bulgaria,Healthcare,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company295,Czech Republic,Finance,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company296,Germany,Healthcare,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company297,Spain,Energy,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company298,Cyprus,Retail,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
